settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow,greenlink_flow
2024-08-01,40,28394,30388,25829,604,6563,614,17193,0,11,628,1370,992,1,-451,-358,673,1399,997,-674,0
2024-03-17,5,21339,24158,19760,2083,6562,0,17065,0,1238,2769,1979,987,113,-450,-531,793,876,992,26,0
2024-02-01,2,25156,28248,23544,2890,6562,0,16848,0,1557,5111,1198,-4,502,-400,-531,871,1397,941,790,0
2024-11-06,11,21893,25436,20076,699,6622,0,17194,0,552,1408,-268,-4,-960,-162,-33,-964,997,0,0,0
2024-01-05,9,22149,24560,20213,1137,6488,0,16734,0,1476,955,1437,-4,135,-185,-19,841,118,997,-127,0
2024-08-23,14,19666,22502,17964,3752,6622,137,17193,0,77,790,402,-1,-738,-309,-528,-362,461,933,-321,0
2024-02-21,11,20520,24265,19222,3541,6562,0,16920,0,253,5691,-743,-5,-822,400,504,-933,893,-389,208,0
2024-08-16,22,21503,23735,19858,1634,6622,7332,17193,0,7,3251,1354,991,-746,-451,-528,895,1397,997,0,0
2024-06-11,20,24930,26420,22448,1728,6562,5986,17193,0,8,436,1410,-1,1004,-452,-529,1019,1397,996,1342,0
2024-06-04,4,19641,21877,18440,1144,6562,0,17193,0,63,2483,1397,977,-861,-302,-61,304,1398,997,-449,0
2024-01-10,37,42628,44969,39108,1820,6488,0,16746,0,5,2894,-82,-4,361,-450,-531,0,784,-487,-182,0
2024-01-01,28,30067,31369,27443,1291,6488,909,16726,0,7,364,2001,-4,1003,-220,-471,999,993,998,780,0
2024-08-09,45,23340,25643,21952,2377,6563,0,17193,0,0,3320,659,747,0,-255,-527,-1021,1397,829,0,0
2024-09-14,27,17162,20092,15776,3080,6622,9266,16398,0,828,3267,-805,-1,2,-411,-250,553,687,504,-135,0
2024-10-22,5,20549,22309,19575,2313,6622,0,17194,0,187,3465,1001,-1,-141,-134,-530,652,0,0,-267,0
2024-09-14,10,17601,19364,16686,1937,6622,0,16398,0,309,2238,931,-1,-832,-121,0,395,1399,998,931,0
2024-03-03,18,27524,28876,25109,746,6562,2686,16995,0,207,2201,2000,992,1040,-360,-185,924,1397,997,793,0
2024-08-07,10,17211,19755,16265,1730,6563,0,17193,0,672,2803,1503,989,0,-251,-100,-1021,775,997,0,0
2024-06-14,29,22377,24150,19929,1819,6562,7176,17193,0,291,335,2009,-1,1003,-452,-529,71,1399,998,1424,0
2024-04-11,3,20149,24478,19172,3965,6562,0,17104,0,549,4352,-130,119,-1012,-370,-455,-904,-409,378,0,0
2024-05-14,30,25055,26114,22834,1961,6562,4947,17193,0,8,812,-96,-4,924,-451,0,883,1397,999,795,0
2024-08-16,26,20385,22438,18845,1972,6622,9774,17193,0,574,3277,1300,824,0,-451,-528,753,1391,994,0,0
2024-08-29,31,21523,22481,19674,2401,6622,6721,16396,0,69,3369,1061,-1,195,0,-388,602,1397,112,463,0
2024-08-18,5,17501,20923,16420,1488,6622,0,17193,0,334,2735,1230,839,-1014,-242,-378,-954,1397,747,0,0
2024-05-13,7,17809,19624,16244,865,6562,0,17193,0,556,1155,823,-4,525,-380,-375,259,1399,999,1128,0
2024-07-04,27,19089,22863,17807,4701,6562,9262,17193,0,938,4568,-54,-1,0,-451,-530,1017,-1058,353,-242,0
2024-09-22,2,19110,20302,17587,1241,6622,0,17194,0,16,856,998,-1,639,-341,-334,999,1397,996,529,0
2024-10-15,9,21036,22305,19316,1322,6622,0,17194,0,579,2804,999,-1,154,-99,-63,962,0,0,-27,0
2024-06-30,34,23399,24534,21227,1124,6562,3415,17193,0,16,1751,1996,991,879,-248,-371,999,1398,995,291,0
2024-02-28,36,38228,40660,35608,3164,6562,0,16937,0,8,5097,1174,290,-770,15,0,-627,1397,126,-427,0
2024-12-05,46,26006,28805,24428,5594,6622,0,17194,0,944,4666,-274,211,997,-450,-531,943,1376,0,1414,0
2024-02-16,24,29844,31434,26876,1639,6562,4248,16887,0,4,-347,2001,-3,366,-452,-531,999,1398,997,804,0
2024-09-09,47,20415,22622,19376,2557,6622,0,16396,0,14,2936,197,-1,-768,-409,0,-510,1397,-5,1419,0
2024-06-17,1,20175,21605,18444,1076,6562,0,17193,0,235,796,1923,-1,484,-301,-393,735,1399,997,608,0
2024-03-01,27,32521,33515,29810,2976,6562,5071,16994,0,7,1404,1986,-1,958,-129,-257,586,1397,988,452,0
2024-10-11,35,31296,33547,28698,1103,6622,1089,17194,0,7,2017,999,-1,-761,-452,-530,702,1397,0,983,0
2024-07-31,42,28521,30009,25986,591,6563,12,17193,0,10,-90,1258,989,0,-452,-526,480,1399,995,0,0
2024-04-16,33,25665,27372,23620,3197,6562,5784,17143,0,18,2265,1003,992,-383,-301,0,999,988,997,-505,0
2024-01-10,8,25112,32851,22870,1681,6488,0,16746,0,1082,1306,-1688,-4,-1015,-309,0,-956,-526,-780,-779,0
2024-02-17,46,23733,25881,22172,2638,6562,0,16887,0,359,3514,963,-4,-233,-421,-531,899,1398,385,0,0
2024-08-05,39,28250,30543,25886,1814,6563,572,17193,0,6,1774,1166,605,0,-451,-527,-809,1399,825,0,0
2024-09-13,33,24703,25898,22361,819,6622,5188,16396,0,9,1459,999,-1,964,-429,-256,996,1397,997,1019,0
2024-01-20,14,24777,29145,23481,4265,6488,0,16769,0,17,4372,-1780,-3,422,399,383,-1021,955,-947,772,0
2024-04-09,38,30367,32065,28251,4591,6562,1140,17104,0,3,4526,1004,992,-256,-452,-487,663,970,996,0,0
2024-01-06,20,31278,33022,28492,898,6488,1697,16734,0,6,1147,1404,-4,-390,-431,-313,751,1166,998,144,0
2024-11-16,24,30080,31601,28036,2150,6622,2019,17194,0,8,3234,2003,489,960,-452,-461,804,1397,0,1422,0
2024-04-07,23,19506,22157,18182,5512,6562,6324,17104,0,352,4604,120,246,594,-129,-47,36,-1240,120,-383,0
2024-10-02,30,27493,28985,25014,2415,6622,3572,17194,0,7,-228,1001,-1,0,-452,-529,-3,1397,0,986,0
2024-01-30,7,22043,25136,19859,2022,6488,0,16791,0,1509,938,1438,-4,2,-450,-530,486,1399,598,363,0
2024-08-11,12,16849,18067,15516,521,6563,1,17193,0,15,766,1364,992,103,-282,-421,604,1399,999,0,0
2024-03-24,46,25823,26713,23553,634,6562,0,17082,0,3,402,1999,992,1003,-246,-41,999,1399,996,1224,0
2024-08-12,30,23972,25265,22067,1943,6563,7353,17193,0,14,1230,1305,832,1003,-252,-527,994,1397,999,0,0
2024-02-03,23,27979,29572,26236,3374,6562,2795,16852,0,8,5141,2003,-4,1003,-450,-531,999,1397,998,774,0
2024-05-19,45,24070,25560,21833,828,6562,0,17193,0,12,-1175,1002,992,282,-451,-527,999,1399,997,606,0
2024-03-26,5,23452,25536,21471,1139,6562,0,17088,0,880,1416,2000,992,656,-351,-253,628,1397,997,619,0
2024-06-29,33,18807,20028,17156,1354,6562,5983,17193,0,11,2911,1512,992,359,-225,-485,972,1399,996,751,0
2024-09-18,25,23979,25477,21595,1302,6622,8235,17194,0,16,-884,998,-1,1024,-452,-529,1019,1397,995,986,0
2024-05-02,44,27280,28950,25204,1862,6562,0,17193,0,12,2042,1004,991,-181,-451,-526,999,1397,996,1420,0
2024-09-01,14,17387,21853,16029,1651,6622,103,16398,0,576,2993,736,405,-1038,-330,-527,-717,1397,276,-778,0
2024-05-27,38,24912,29232,22486,1106,6562,2369,17193,0,5,626,1507,992,-1012,-451,-527,-734,1399,997,-1091,0
2024-05-14,14,23353,24315,21416,1486,6562,426,17193,0,8,935,442,-4,332,-450,0,68,1398,518,910,0
2024-02-18,31,26297,27939,24617,1940,6562,2825,16887,0,136,3234,1999,-3,937,-393,-510,999,1050,996,1320,0
2024-01-16,31,39382,41554,36032,1729,6488,1086,16758,0,10,1094,66,-4,142,-207,-64,-282,-412,-348,-245,0
2024-08-15,27,23833,25774,21654,3464,6622,5511,17193,0,463,765,984,991,1000,-451,-527,1019,1001,954,0,0
2024-09-16,41,31132,32623,28431,728,6622,0,17194,0,9,633,986,-1,1010,-452,-529,783,1399,997,658,0
2024-03-14,19,32209,33798,29064,2223,6562,2041,17026,0,8,152,1997,992,1004,-450,-531,999,1398,997,1412,0
2024-11-16,6,21690,23888,20593,2400,6622,0,17194,0,677,3749,1,-5,358,-386,-530,318,1397,0,1424,0
2024-08-03,46,22498,24194,20563,744,6563,0,17193,0,10,-105,1111,992,0,-451,-527,959,1398,997,-208,0
2024-08-10,3,17940,20723,17163,2204,6563,0,17193,0,418,3133,329,245,0,-317,-527,-1021,1130,351,0,0
2024-02-14,34,36265,38297,32591,1468,6562,37,16880,0,9,-1154,2001,-4,102,-257,-531,819,520,996,-631,0
2024-09-25,39,33330,35034,30661,1685,6622,10,17194,0,5,1795,1001,-1,110,-451,-368,0,1398,0,-379,0
2024-09-05,33,28676,29864,26331,3499,6622,859,16396,0,14,2468,1850,-1,1040,-452,-221,469,1397,997,1395,0
2024-04-27,48,22986,24531,20901,1263,6562,0,17143,0,65,-487,1004,991,712,-452,-528,999,1399,995,1143,0
2024-01-20,16,27341,31294,25838,4309,6488,0,16769,0,16,4354,-1293,-3,312,318,151,-1020,853,-1021,394,0
2024-05-13,4,19077,20756,17526,876,6562,0,17193,0,359,1404,1006,-4,510,-380,-436,657,1398,997,978,0
2024-09-19,3,19766,21186,18017,1127,6622,0,17194,0,5,-639,998,-1,435,-391,-523,992,1399,995,976,0
2024-09-02,16,26200,27069,23703,456,6622,555,16396,0,15,1224,140,283,-220,-58,37,126,1397,170,-76,0
2024-03-26,27,29001,30515,26117,1346,6562,5393,17088,0,8,595,1004,992,1004,-451,-455,990,1397,998,776,0
2024-11-11,14,27373,31151,25094,1498,6622,0,17194,0,17,1584,1993,487,-983,-450,-410,-231,1397,0,-1087,0
2024-05-31,21,25002,26649,22583,2510,6562,3854,17193,0,7,209,1505,992,1000,-451,-527,-162,1398,996,774,0
2024-11-13,44,31183,32895,28597,1100,6622,0,17194,0,9,1552,108,-110,785,-452,-229,-312,1397,0,1423,0
2024-05-31,32,23448,25219,21372,2380,6562,4221,17193,0,12,-34,1506,992,1003,-351,-527,-381,1399,996,859,0
2024-07-17,25,23320,24515,21001,707,6562,8577,17193,0,6,-87,1092,991,0,-451,-238,1018,1397,996,993,0
2024-03-26,14,28202,29307,25760,945,6562,369,17088,0,12,1652,1004,992,-493,160,222,999,1399,998,296,0
2024-03-27,13,24494,27028,22973,2876,6562,84,17092,0,65,3911,320,68,-1006,-452,-302,-109,1342,632,1336,0
2024-10-08,28,29069,30562,26872,1805,6622,3903,17194,0,11,2528,998,-1,1026,-451,-530,1019,1397,0,1423,0
2024-06-05,1,19930,23241,18710,2073,6562,0,17193,0,754,2648,1014,986,-366,-351,-528,-812,995,997,1322,0
2024-09-25,3,21091,22872,19130,762,6622,0,17194,0,347,587,1000,-1,950,-402,-531,0,1398,997,1423,0
2024-05-07,37,28463,31111,25529,540,6562,2465,17193,0,6,-1859,1005,991,-304,-250,-527,823,866,997,-1061,0
2024-08-18,45,23164,25639,21229,992,6622,0,17193,0,11,1445,1721,910,-844,-452,-527,211,1399,649,-141,0
2024-08-13,18,24282,25605,22585,1935,6563,4080,17193,0,11,3655,1360,981,336,-451,-361,999,1397,981,0,0
2024-05-14,9,18400,20265,16713,1338,6562,0,17193,0,952,799,489,-4,3,-409,0,213,1399,998,1384,0
2024-10-12,1,22044,22729,20882,1644,6622,0,17194,0,7,4137,999,-1,760,-177,0,999,1397,0,1015,0
2024-02-16,39,35086,36683,31807,679,6562,0,16887,0,11,-430,2001,-3,1056,-452,-531,1019,1399,997,1407,0
2024-03-12,4,25000,25844,22761,961,6562,0,17019,0,244,399,1909,968,879,97,95,979,1399,996,775,0
2024-09-22,25,26124,27612,23797,1379,6622,1853,17194,0,8,-235,998,-1,1053,-452,-527,1019,1397,996,988,0
2024-02-26,30,32842,34435,29749,2495,6562,4124,16930,0,11,-1034,1364,616,519,-451,-531,387,285,726,284,0
2024-05-02,30,25461,27067,23986,2614,6562,5291,17193,0,128,2604,1004,991,1003,-451,-527,999,1397,997,1416,0
2024-05-26,2,19074,21144,17589,1067,6562,0,17193,0,3,1289,2004,992,-740,-371,-456,940,1399,997,0,0
2024-11-17,37,36722,38308,33375,1556,6622,0,17194,0,3,996,2007,489,1002,-452,-531,264,1397,0,1422,0
2024-01-24,17,32950,34738,30625,5091,6488,52,16778,0,9,4666,1906,-1,-963,-215,0,993,1373,906,405,0
2024-03-29,42,29896,31491,27113,1701,6562,0,17098,0,12,267,995,992,981,-452,-531,930,1399,998,1112,0
2024-09-07,15,21488,23093,19720,596,6622,200,16396,0,13,485,1814,-1,-111,-452,-528,719,1399,998,738,0
2024-02-21,20,33292,33908,31204,4900,6562,365,16920,0,11,5775,1881,-5,696,57,0,117,1397,697,1408,0
2024-10-12,43,26032,28358,24694,3849,6622,0,17194,0,844,4388,620,-1,990,-451,-530,837,1397,0,1286,0
2024-07-09,40,28854,29459,26985,1875,6562,457,17193,0,1,3660,1792,883,0,-75,-29,289,1397,488,1406,0
2024-11-18,44,32164,33021,29007,1816,6622,0,17194,0,13,1077,1925,992,766,-244,0,770,1397,0,987,0
2024-02-01,33,37036,38539,34501,2164,6562,399,16848,0,4,5638,942,-4,-499,-155,-4,-237,1397,521,1412,0
2024-05-20,12,19064,22043,17293,704,6562,148,17193,0,17,-1226,1001,991,-675,-381,-510,737,1399,996,-896,0
2024-04-02,23,28146,29630,25193,1080,6562,6069,17101,0,2,308,1003,991,1003,-451,-531,999,1399,997,807,0
2024-07-25,19,27694,29183,25258,1432,6563,2057,17193,0,9,164,1257,991,0,-452,-528,1018,1398,998,990,0
2024-05-07,7,19257,21726,17428,558,6562,0,17193,0,831,-102,1006,991,-360,-250,-528,178,1398,995,0,0
2024-11-05,28,34778,35914,31589,375,6622,995,17194,0,8,-21,2004,-3,873,-371,-154,1009,997,0,0,0
2024-04-29,45,25384,27641,23738,2953,6562,0,17143,0,9,2310,922,900,-439,-452,-530,-247,1398,541,-80,0
2024-08-04,20,19881,20398,18252,1144,6563,3688,17193,0,17,1943,1367,992,0,250,0,1019,1398,997,986,0
2024-04-30,2,20345,22900,18818,2594,6562,0,17143,0,142,1899,1007,991,-931,-452,-530,252,1398,996,650,0
2024-10-27,44,27150,27904,25167,2406,6622,0,17194,0,130,2706,2004,-1,227,-8,-13,778,1397,-2,258,0
2024-11-05,19,35395,36809,32174,359,6622,510,17194,0,9,-175,2005,-3,966,-452,-350,739,997,0,650,0
2024-08-13,5,19586,21066,18163,1042,6563,0,17193,0,5,2134,778,403,-975,321,0,553,1398,998,0,0
2024-04-28,19,24815,26424,22493,1843,6562,2072,17143,0,126,1,1004,991,1003,-452,-531,1008,1399,995,718,0
2024-05-17,23,23435,24919,21267,621,6562,7837,17193,0,6,-25,788,992,614,-451,-527,455,1399,550,1422,0
2024-09-19,8,18236,20017,16602,955,6622,0,17194,0,5,-539,998,-1,-411,-391,-473,999,1398,996,893,0
2024-09-06,14,23482,25153,21696,1591,6622,26,16396,0,19,1689,1348,-1,-685,0,0,-466,1397,551,1423,0
2024-03-19,33,32215,33812,29392,749,6562,1403,17070,0,16,1511,995,993,230,-450,-531,1018,1004,998,662,0
2024-01-06,34,37175,38769,33810,930,6488,0,16734,0,9,724,1499,-4,959,-450,-531,994,1399,997,666,0
2024-05-08,40,28729,32658,26172,865,6562,447,17193,0,6,1012,1007,991,-1014,-249,-527,-535,1118,996,-1098,0
2024-10-03,44,29276,29816,26892,1295,6622,0,17194,0,6,3273,962,-1,530,40,-33,921,1397,0,886,0
2024-04-07,19,19247,22454,18050,5361,6562,4048,17104,0,622,4563,-317,-174,971,-64,120,398,-1240,-54,-236,0
2024-05-23,41,28532,31395,25970,1561,6562,113,17193,0,10,1836,1003,992,-1014,-112,-80,-49,1399,997,-1098,0
2024-03-25,27,32338,33780,29360,2372,6562,3228,17084,0,7,1003,1999,992,1003,-304,-531,999,1397,996,779,0
2024-06-22,38,23352,24575,21506,1488,6562,2546,17193,0,7,2329,1905,991,837,-189,-527,754,1399,995,785,0
2024-01-22,40,36116,37572,33626,4978,6488,0,16772,0,6,5147,1999,-1,1003,-450,-399,1019,1397,997,1077,0
2024-02-18,20,26998,28420,24936,1412,6562,1454,16887,0,14,2666,1998,-3,1055,-450,-355,999,1398,996,806,0
2024-02-28,47,23814,26739,22499,3935,6562,0,16937,0,1056,5953,-753,-432,141,149,0,63,1360,-84,1116,0
2024-02-15,30,31970,34078,28802,1493,6562,1600,16884,0,11,-431,1475,-4,-217,-452,-531,999,1250,997,-293,0
2024-03-31,32,25582,26394,23604,2406,6562,2553,17099,0,4,1069,1496,992,416,-150,0,930,1398,997,-158,0
2024-01-06,18,29642,31250,27129,878,6488,155,16734,0,6,1575,1636,-4,-430,-338,-230,616,731,892,1,0
2024-11-28,4,27250,28500,24673,861,6622,0,17194,0,16,-166,1003,992,1003,-452,-182,999,698,0,986,0
2024-07-30,26,21550,23044,19602,942,6563,10506,17193,0,15,910,1259,992,0,-452,-527,1019,1398,997,992,0
2024-07-22,7,18192,19782,16519,984,6563,0,17193,0,230,383,2001,992,0,-331,-223,999,1398,995,-306,0
2024-01-17,27,40892,42702,37063,1223,6488,3103,16761,0,7,1185,1979,-4,-219,-450,-530,59,457,999,57,0
2024-07-30,33,23326,24818,21379,1130,6563,7084,17193,0,13,1613,1249,983,0,-452,-527,952,1399,997,858,0
2024-11-05,39,36524,38407,33289,596,6622,0,17194,0,7,1044,1911,-3,-741,-443,-89,615,997,0,159,0
2024-08-09,33,18611,21543,17533,4074,6563,7160,17193,0,802,2730,-806,-55,0,-251,-518,814,444,121,0,0
2024-07-02,36,26582,27737,24126,1498,6562,3465,17193,0,7,1764,1003,-2,0,-119,-527,999,1397,997,1404,0
2024-03-25,42,33366,35217,30419,1665,6562,0,17084,0,7,541,2000,992,760,-452,-531,774,972,997,-261,0
2024-08-23,38,25221,27828,23330,2280,6622,960,17193,0,2,2360,1508,-2,-116,-451,-521,-1015,1398,448,1422,0
2024-08-22,18,24647,26691,23316,4840,6622,1185,17193,0,4,4166,-118,-1,113,-451,-528,684,96,157,-442,0
2024-03-06,9,23967,25568,22088,868,6562,0,17004,0,949,3013,891,225,9,326,0,-52,1398,156,187,0
2024-05-29,3,19031,21390,17360,1735,6562,0,17193,0,792,-1047,648,992,817,-371,-527,-169,1399,998,593,0
2024-07-02,48,21431,22599,19665,987,6562,0,17193,0,12,1544,1004,-1,1,-379,-276,918,1398,997,1419,0
2024-06-13,9,19299,21199,17521,812,6562,0,17193,0,125,-3,2006,-1,-870,67,0,414,1399,997,-404,0
2024-09-28,15,23270,24577,21231,819,6622,33,17194,0,14,1189,1005,-1,930,-430,-362,358,1398,0,1422,0
2024-06-07,47,21430,25099,20159,2019,6562,0,17193,0,16,3512,1997,989,-1016,-248,-527,-502,1398,995,-860,0
2024-05-12,5,18497,21392,16962,1358,6562,0,17193,0,886,1330,223,630,-230,-379,-527,223,1296,998,-373,0
2024-04-06,4,20007,24491,18467,3029,6562,0,17104,0,48,3006,1448,991,-1014,315,0,-889,-1239,997,-794,0
2024-10-11,48,22819,23563,21578,1638,6622,0,17194,0,9,3851,999,-1,629,-234,0,999,1397,0,1409,0
2024-02-23,46,29181,30715,26724,713,6562,0,16927,0,13,640,1839,991,1053,-450,-471,999,1399,995,1395,0
2024-02-10,2,25467,27339,23811,2162,6562,0,16871,0,343,4556,1886,-4,758,-451,-474,989,1355,958,740,0
2024-04-22,26,32087,33218,29229,792,6562,3858,17143,0,7,439,1004,992,977,-280,-344,1019,1397,996,719,0
2024-07-29,42,27405,30459,25040,848,6563,32,17193,0,6,1105,1258,992,0,-451,-526,-478,1399,997,-1093,0
2024-09-16,33,24337,26625,21963,533,6622,6155,17194,0,11,-428,999,-1,958,-452,-529,999,1398,997,-795,0
2024-11-04,14,27611,31671,25093,362,6622,0,17194,0,14,35,1143,-1,-1015,-295,-371,-671,1357,0,-1093,0
2024-08-14,21,26165,27657,23656,444,6622,4856,17193,0,14,223,1362,992,377,-451,-527,1014,1397,999,0,0
2024-03-31,28,23351,24290,21515,2443,6562,4228,17099,0,11,888,565,306,901,-285,-12,999,1397,999,-131,0
2024-06-21,30,19938,22787,18038,2567,6562,8625,17193,0,7,3527,2009,991,-714,-450,-527,-651,1397,995,0,0
2024-08-23,21,19853,22087,18426,4515,6622,7028,17193,0,753,2264,844,-1,909,-452,-528,1017,598,458,548,0
2024-11-22,42,37934,38595,34415,834,6622,0,17194,0,11,-683,1003,992,917,-9,-41,929,1397,0,1423,0
2024-09-04,40,30667,32496,28053,703,6622,1,16396,0,10,1263,1993,974,-258,-235,47,-826,1397,980,320,0
2024-03-03,40,36402,37994,33289,496,6562,0,16995,0,9,1034,1999,992,1051,-452,-531,1019,1399,997,1090,0
2024-11-16,30,30802,32028,28671,2171,6622,623,17194,0,8,3091,1900,284,1003,-349,-269,890,1397,0,1420,0
2024-04-04,11,21699,24020,19754,1425,6562,0,17101,0,546,1941,1495,992,6,-422,-531,999,1060,996,-322,0
2024-10-28,44,28731,30322,26246,615,6622,0,17194,0,8,-560,2003,-1,666,-451,-530,959,1398,-1,981,0
2024-03-24,8,18633,22982,17416,3912,6562,0,17082,0,1247,4725,557,735,-329,-350,-432,404,-614,657,-777,0
2024-10-17,38,33699,35184,30990,1382,6622,30,17194,0,3,2352,535,-1,710,-452,-529,54,0,0,741,0
2024-09-01,28,21215,23518,19203,1814,6622,5811,16398,0,824,1319,2002,991,1043,-452,-527,1019,1397,996,991,0
2024-03-14,29,30989,32318,27778,2681,6562,2743,17026,0,7,-353,1999,993,1003,-345,-377,999,1397,996,1412,0
2024-10-11,34,29828,31323,27289,1107,6622,2144,17194,0,12,1846,998,-1,124,-452,-530,998,1397,0,1239,0
2024-03-02,30,30502,31390,27741,1723,6562,3075,16994,0,12,731,1996,990,1049,-276,0,999,1397,997,788,0
2024-06-03,11,18021,21083,16845,1185,6562,60,17193,0,112,2446,1227,992,-1015,-332,-225,-878,1397,998,445,0
2024-05-12,13,17092,19692,15562,1065,6562,539,17193,0,981,1071,77,706,315,-412,-527,598,466,953,-180,0
2024-04-11,40,30665,33858,28562,2469,6562,8,17104,0,1,3390,1003,990,-1015,-240,-416,-1021,1397,998,0,0
2024-11-12,18,34444,38129,31060,1083,6622,1430,17194,0,12,-492,1875,488,-997,-452,-531,171,1397,0,-1093,0
2024-10-10,30,28482,29975,25920,1344,6622,4725,17194,0,12,1145,999,-1,907,-452,-528,685,1399,0,1421,0
2024-09-23,24,30897,32392,27739,870,6622,2104,17194,0,11,-678,999,-1,1035,-452,-531,0,1397,996,989,0
2024-02-27,24,35060,36864,32751,2700,6562,3432,16933,0,8,4256,1902,967,950,-368,-38,386,290,551,-790,0
2024-08-01,7,20148,22743,18315,395,6563,0,17193,0,339,-484,1258,992,0,-322,-509,854,1399,997,-925,0
2024-11-05,12,22979,26040,20829,326,6622,0,17194,0,5,847,-15,-4,-542,-280,-8,-809,997,0,-798,0
2024-10-31,34,34250,35839,31704,1725,6622,0,17194,0,6,2260,1123,-1,603,-452,-530,244,1397,0,1424,0
2024-11-19,17,37004,39270,33606,1836,6622,32,17194,0,12,791,2003,991,-616,-448,-54,762,1149,0,-536,0
2024-09-14,7,17886,19574,16974,1873,6622,0,16398,0,308,2383,1000,-1,-689,-190,0,757,1399,997,1237,0
2024-05-13,37,28170,30213,25635,2048,6562,1377,17193,0,5,1418,1006,-3,-805,-450,-280,84,1399,998,1176,0
2024-02-05,43,29285,29897,27325,4285,6562,0,16855,0,8,5366,925,-4,1055,0,36,521,944,567,0,0
2024-03-24,14,19420,23621,17858,3442,6562,674,17082,0,1202,4177,-214,297,103,-350,-432,375,-614,785,-789,0
2024-03-25,38,36947,40135,33678,1770,6562,0,17084,0,1,1130,2000,991,-805,-451,-531,607,831,997,-800,0
2024-11-04,29,34516,36357,31263,414,6622,748,17194,0,14,-474,2004,-3,194,-451,-530,640,1397,0,-243,0
2024-08-27,38,28548,32836,26455,1834,6622,617,17193,0,6,2563,1293,376,-1017,-251,-527,-898,1397,7,-1089,0
2024-04-13,41,25718,27890,24117,3503,6562,0,17104,0,2,4837,551,940,-386,-450,-529,-284,-21,998,0,0
2024-07-14,39,26171,27666,23951,528,6562,1375,17193,0,17,102,2002,991,0,-451,-527,999,1397,996,992,0
2024-08-07,5,18628,20584,17506,1659,6563,0,17193,0,299,2352,1599,989,0,-230,-391,-536,1298,997,0,0
2024-08-25,4,17025,22047,16227,2286,6622,0,17193,0,433,3862,-872,-530,-861,-302,-529,-447,25,-192,-356,0
2024-01-04,45,30025,31419,27477,896,6488,0,16731,0,8,1602,1775,-4,820,-252,-530,975,594,678,0,0
2024-01-17,38,44439,46392,40658,1357,6488,0,16761,0,9,1673,1975,-4,496,-450,-531,-171,208,998,-188,0
2024-08-06,13,20549,22264,18816,923,6563,84,17193,0,55,455,1368,992,0,-292,-459,-409,1399,997,0,0
2024-05-20,8,18184,21133,16499,624,6562,0,17193,0,372,-1158,1001,991,-152,-381,-526,910,1399,997,-1018,0
2024-02-06,20,32743,33912,30396,4536,6562,924,16857,0,12,4581,1796,-4,964,-450,-103,654,1397,998,0,0
2024-01-13,33,36712,38303,33587,1115,6488,3,16752,0,6,2749,936,-4,105,-451,-530,135,1399,908,766,0
2024-05-03,36,29836,31326,27234,1539,6562,1493,17193,0,9,708,1005,991,893,-452,-529,999,1399,995,580,0
2024-08-06,6,18667,20124,17225,1383,6563,0,17193,0,138,-78,1187,990,1,-292,-527,355,1399,997,0,0
2024-09-01,44,25339,27068,23219,873,6622,0,16398,0,16,1609,898,188,-200,-451,-526,-36,1398,37,1066,0
2024-07-22,13,20287,22103,18390,1073,6563,237,17193,0,15,73,2002,992,0,-331,-28,672,1398,996,-942,0
2024-07-14,8,17081,19435,15651,896,6562,0,17193,0,968,-45,1241,824,0,-307,-528,-51,1397,997,170,0
2024-04-22,22,32273,33760,29386,670,6562,3846,17143,0,8,243,1004,991,1003,-451,-528,1019,1396,997,686,0
2024-05-03,30,27760,29147,25530,1861,6562,3253,17193,0,7,1194,1004,992,1003,-352,-528,999,1397,995,1416,0
2024-02-24,4,25585,27626,23454,541,6562,0,16927,0,617,463,1978,896,889,-450,-374,996,1399,997,667,0
2024-06-09,13,15718,19439,14743,2270,6562,944,17193,0,991,2621,831,252,-644,-257,-527,-699,-103,453,813,0
2024-10-03,5,21119,21994,19126,973,6622,0,17194,0,5,298,999,-1,1034,-369,0,999,1398,0,988,0
2024-01-05,27,36996,38619,33856,1198,6488,1819,16734,0,8,-72,1808,-4,-548,-407,-56,825,300,945,232,0
2024-09-16,44,27596,29087,25310,737,6622,0,17194,0,10,942,998,-1,676,-452,-528,447,1399,998,797,0
2024-02-27,33,35912,39864,33571,2303,6562,876,16933,0,11,4542,1706,869,-629,-450,-499,-991,238,639,-772,0
2024-01-08,25,41508,43194,37610,1840,6488,1211,16737,0,8,-865,873,-4,992,-451,-297,-231,-3,31,-92,0
2024-04-21,31,22586,24076,19818,929,6562,6327,17143,0,12,-1979,632,691,1003,-451,-527,955,1399,996,788,0
2024-02-15,25,31187,32786,27917,1893,6562,3286,16884,0,13,17,1497,-4,578,-451,-531,999,957,997,555,0
2024-08-26,45,22833,26499,21103,1813,6622,0,17193,0,8,3382,-43,88,-1019,70,0,-998,1399,-21,-1077,0
2024-01-07,40,37315,38908,33828,728,6488,0,16734,0,7,-626,1998,-4,1004,-451,-531,1018,1391,997,763,0
