settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow,greenlink_flow
2024-01-04,25,36775,38364,33666,819,6488,1838,16731,0,6,767,2000,-4,111,-450,-529,902,1390,842,316,0
2024-02-29,43,33539,35103,30890,1254,6562,0,16941,0,8,2752,1999,992,1003,-425,-531,1001,1397,998,1407,0
2024-01-22,4,22540,25363,20683,5523,6488,0,16772,0,1522,2179,1503,-3,-386,399,484,79,407,999,-312,0
2024-08-17,28,18252,20096,16699,1808,6622,7147,17193,0,367,1574,1797,992,1003,-451,-526,1019,1394,504,0,0
2024-03-30,42,28789,29601,26078,871,6562,0,17098,0,4,-335,1495,992,1002,-208,0,1019,1399,997,1278,0
2024-09-18,40,30312,31805,27567,1434,6622,0,17194,0,13,254,949,-1,436,-452,-527,451,1398,900,88,0
2024-11-10,45,26026,28270,24090,1738,6622,0,17194,0,12,2714,1362,405,-297,-268,-518,61,1397,0,-549,0
2024-08-27,23,23758,25453,22155,4120,6622,4623,17193,0,417,3507,206,7,199,-251,-527,841,1397,301,600,0
2024-01-26,36,37772,39300,34994,2741,6488,0,16784,0,5,4889,1794,-3,-475,-404,-41,623,1397,613,1395,0
2024-02-16,20,31419,33009,28373,1448,6562,3100,16887,0,4,-171,2001,-3,1039,-452,-531,999,1399,997,1174,0
2024-06-05,44,25753,27569,23858,1445,6562,0,17193,0,2,2659,2006,992,-318,-451,-528,184,1397,997,-17,0
2024-09-02,46,23949,26839,22263,1115,6622,0,16396,0,10,2496,-15,-3,-876,-452,-527,-507,1398,424,1161,0
2024-03-27,3,22713,25783,21528,2625,6562,0,17092,0,1175,4539,1242,883,-516,-359,-420,547,1053,968,711,0
2024-06-11,29,24695,26078,22306,1575,6562,5576,17193,0,6,326,1963,-1,1002,-451,-425,140,1397,997,795,0
2024-05-05,15,19365,21272,17359,374,6562,1794,17193,0,694,-1589,1000,991,877,-447,-266,887,1031,996,788,0
2024-08-25,39,22947,25931,21295,3772,6622,258,17193,0,6,3293,461,-302,-1003,-345,-239,-334,1397,-255,717,0
2024-10-04,37,31779,34272,29508,2050,6622,93,17194,0,1,4221,714,-1,-154,-451,-343,838,1397,0,-1043,0
2024-10-20,36,29008,29680,27207,5044,6622,45,17194,0,0,3202,920,-1,703,-171,0,773,0,0,630,0
2024-09-20,33,25790,27288,23283,1747,6622,3356,17196,0,19,-226,998,-1,829,-451,-527,999,1397,997,769,0
2024-06-23,47,22360,24193,20404,562,6562,0,17193,0,13,1065,2003,991,-362,-306,-460,953,1399,997,-192,0
2024-10-17,44,28491,29704,26190,1108,6622,0,17194,0,8,1638,1000,-1,1035,-329,-375,951,0,0,984,0
2024-04-04,37,33081,33747,30215,1546,6562,472,17101,0,5,607,1004,992,1002,-140,-21,1019,1397,996,386,0
2024-08-24,33,18348,20511,17162,2877,6622,5549,17193,0,504,3209,1588,-5,-177,-451,-526,266,1397,997,975,0
2024-06-05,13,20490,22985,19184,2082,6562,979,17193,0,78,3013,1333,992,-1015,-351,-530,-21,1351,997,1259,0
2024-05-21,40,29926,31301,27289,473,6562,379,17193,0,8,463,1003,991,507,-342,-525,883,1397,997,1421,0
2024-03-02,5,25202,26265,23451,1008,6562,0,16994,0,405,2115,1998,-1,1051,-57,0,999,1398,996,1029,0
2024-06-11,9,18925,21195,17317,1489,6562,0,17193,0,889,1309,1539,-1,0,-351,-529,405,1398,997,583,0
2024-10-01,33,30767,32257,28410,3189,6622,1158,17194,0,9,2261,999,-1,364,-452,-528,982,1397,0,1425,0
2024-05-06,19,23177,24510,20480,318,6562,4068,17193,0,55,-1236,1005,992,998,-250,-528,819,1398,992,380,0
2024-04-25,43,32253,34600,29355,513,6562,0,17143,0,11,-738,997,981,-485,-452,-530,465,1398,996,-369,0
2024-11-08,42,32956,34422,30160,532,6622,0,17196,0,9,601,1479,55,591,-450,-407,882,997,0,1188,0
2024-11-09,27,33035,34627,30005,251,6622,723,17194,0,9,199,2003,489,940,-452,-531,866,1397,0,880,0
2024-09-03,43,28786,30882,26312,668,6622,0,16396,0,6,1620,315,251,-517,-145,0,-34,1398,316,-894,0
2024-07-21,39,25084,27073,22764,823,6563,1510,17193,0,4,798,2001,992,1,-452,-96,975,1398,996,-937,0
2024-02-13,36,39536,41126,35872,1716,6562,0,16877,0,6,1184,1833,-3,648,-450,-531,434,781,971,291,0
2024-07-17,40,28144,29327,25892,751,6562,845,17193,0,3,1894,1067,861,0,-429,-60,-191,1399,738,316,0
2024-07-08,3,19269,20571,17563,461,6562,0,17193,0,3,-9,2001,992,1,-272,-527,999,1398,996,556,0
2024-01-23,6,22835,25634,21260,3326,6488,0,16774,0,1490,3701,1566,-1,1001,-332,-376,702,450,997,571,0
2024-10-02,22,30386,31875,27834,2640,6622,2450,17194,0,6,402,999,-1,123,-452,-530,928,1397,0,986,0
2024-04-03,48,23930,26129,21876,1629,6562,0,17101,0,107,1706,1496,992,906,-452,-531,999,1207,996,-609,0
2024-01-11,8,25305,31975,23262,1519,6488,0,16749,0,1219,1777,-1616,-4,-578,-300,-444,-828,-7,-722,-352,0
2024-06-22,28,18135,19298,16483,1230,6562,8366,17193,0,27,1350,1505,991,1004,-119,-517,1019,1397,995,0,0
2024-04-24,44,30511,32131,28156,832,6562,0,17143,0,15,995,997,978,232,-451,-527,559,1397,817,-127,0
2024-03-28,40,33672,35259,30677,3480,6562,0,17096,0,5,2290,1653,992,1003,-451,-531,969,1397,997,1401,0
2024-02-17,45,24825,26680,23099,2673,6562,0,16887,0,21,3340,970,-4,-239,-450,-531,893,1398,348,-10,0
2024-07-13,9,18085,20178,16492,730,6562,0,17193,0,707,97,1254,992,1,-359,-527,101,1399,997,512,0
2024-09-25,17,31131,32638,27998,341,6622,696,17194,0,15,-270,1001,-1,-8,-452,-531,0,1397,997,1423,0
2024-04-28,48,21741,23716,20058,1896,6562,0,17143,0,337,-392,950,959,-325,-452,-361,423,1397,995,1319,0
2024-08-20,4,17969,22493,17044,3002,6622,0,17193,0,271,2452,281,212,-1000,-331,-527,-854,1060,-10,-1031,0
2024-05-10,3,20761,23285,18860,300,6562,0,17193,0,271,-899,1005,991,-1013,-250,-490,817,1399,995,618,0
2024-07-10,32,23676,24840,21461,2294,6562,5621,17193,0,8,648,1649,991,0,-259,-397,999,1397,994,607,0
2024-06-13,19,25759,26267,23339,1653,6562,4906,17193,0,7,892,2008,-1,1003,1,0,58,1397,998,794,0
2024-10-20,48,18494,22052,17798,5020,6622,0,17194,0,833,3498,-127,-1,-879,19,-189,-707,0,0,-322,0
2024-03-17,32,27381,28581,24808,1538,6562,3218,17065,0,7,1252,2000,992,985,-362,-231,999,1399,997,774,0
2024-01-23,23,37449,38272,34995,4567,6488,438,16774,0,22,4565,1425,-1,1001,-200,0,880,1399,995,1392,0
2024-04-27,8,21232,23300,19158,674,6562,0,17143,0,7,-1507,1005,992,126,-452,-529,999,1315,995,-580,0
2024-09-27,1,19930,21405,18432,3360,6622,0,17194,0,672,3680,701,-1,615,0,-302,0,1004,0,815,0
2024-04-22,11,21768,25137,19838,507,6562,0,17143,0,11,255,780,763,-900,-307,-116,-741,1398,809,-794,0
2024-11-29,6,24026,25871,22391,3411,6622,0,17194,0,928,3808,1839,665,0,200,504,224,698,0,-317,0
2024-01-06,47,26801,28387,24311,832,6488,0,16734,0,2,216,1498,-4,839,-449,-531,921,924,968,597,0
2024-06-14,12,19092,22821,17427,1849,6562,258,17193,0,159,1451,2008,-1,-929,-359,-530,-286,978,998,-965,0
2024-09-04,32,26581,27779,24137,668,6622,3990,16396,0,9,956,959,795,-457,83,22,273,1397,460,-232,0
2024-11-03,39,33958,35556,30750,495,6622,0,17194,0,14,-101,2003,-1,457,-452,-531,990,1397,0,991,0
2024-02-14,46,26769,27525,24419,1522,6562,0,16880,0,19,1165,1997,-4,956,-133,0,994,1273,997,588,0
2024-07-24,13,21418,22812,19622,371,6563,313,17193,0,11,688,1333,978,0,-271,-529,-83,1397,989,1395,0
2024-02-06,41,34694,36287,31438,1823,6562,0,16857,0,8,1339,1999,-4,1054,-450,-531,1019,1399,997,0,0
2024-05-06,23,23064,24348,20291,426,6562,5711,17193,0,6,-1587,1005,992,1002,-250,-528,951,1397,996,849,0
2024-10-29,45,27689,29283,25145,492,6622,0,17194,0,10,204,2003,-1,95,-452,-530,994,1399,-1,977,0
2024-02-13,22,36553,38146,33913,2038,6562,1562,16877,0,9,3004,2004,-3,1052,-450,-531,870,640,909,1405,0
2024-05-08,33,23244,26116,20948,1137,6562,6405,17193,0,7,1495,1005,992,-635,-249,-527,838,1398,996,-954,0
2024-02-20,5,22196,23485,20908,2371,6562,0,16917,0,685,5766,1419,-4,147,400,304,567,1398,663,512,0
2024-07-05,43,26370,27851,24141,719,6562,2,17193,0,4,-41,1552,901,0,-450,-527,304,1399,996,983,0
2024-11-26,8,22667,25048,20823,2133,6622,0,17194,0,885,2254,1003,991,1003,-365,-531,916,698,0,1422,0
2024-11-22,30,37819,39417,34352,1205,6622,1628,17194,0,15,-2,1003,973,1003,-452,-531,693,1397,0,916,0
2024-09-18,30,21540,23036,19247,1412,6622,8736,17194,0,16,-623,998,-1,1022,-452,-527,999,1397,996,986,0
2024-03-10,1,22881,25385,21171,2722,6562,0,17012,0,923,4322,1259,733,889,-450,-531,231,554,648,815,0
2024-02-11,42,31716,33097,29051,1438,6562,0,16871,0,7,837,1607,-4,398,-288,-482,736,1389,944,772,0
2024-05-31,13,19265,23639,17412,2220,6562,531,17193,0,156,743,1482,975,-922,-307,-378,-1013,1350,993,-1098,0
2024-11-17,46,26591,28191,24214,1237,6622,0,17194,0,17,1429,1999,489,177,-452,-531,999,1397,0,1422,0
2024-08-24,2,19110,23219,17711,1807,6622,0,17193,0,11,1906,1986,-2,-1063,-309,-527,-599,1399,660,-1098,0
2024-06-10,40,27536,29495,25475,2148,6562,1090,17193,0,6,2394,2004,-1,-474,-451,-527,901,1397,996,134,0
2024-04-13,43,25265,26988,23565,3211,6562,0,17104,0,5,4283,918,959,93,-451,-531,211,-236,998,0,0
2024-10-02,41,32909,34399,29901,1549,6622,0,17194,0,7,210,1000,-1,447,-452,-530,253,1398,0,988,0
2024-07-29,36,26146,28360,23841,1265,6563,4210,17193,0,14,932,1146,958,0,-452,-527,969,1399,997,-721,0
2024-05-30,31,23447,24521,21594,3435,6562,4641,17193,0,15,2777,1507,992,356,-121,-95,106,709,997,-343,0
2024-10-12,16,23899,24794,22738,1838,6622,8,17194,0,15,4049,1000,-1,-379,292,0,999,1397,0,1422,0
2024-09-30,40,32914,34404,30154,2495,6622,0,17194,0,7,1446,999,-1,1036,-452,-530,999,1397,0,1424,0
2024-08-23,42,25795,28075,23903,1959,6622,0,17193,0,1,2321,1446,-2,-799,-451,-527,91,1398,645,1420,0
2024-11-30,19,29903,30512,27611,2728,6622,633,17194,0,9,3826,1003,992,597,46,0,423,698,0,1418,0
2024-06-09,23,19333,21506,17675,2816,6562,5479,17193,0,696,1620,1539,661,919,-450,-527,1019,1388,614,266,0
2024-09-06,28,24867,26233,22721,1778,6622,6172,16396,0,12,760,2006,-1,357,-451,-402,819,1397,998,1423,0
2024-04-03,43,30863,32229,28152,2163,6562,0,17101,0,3,2494,1495,992,957,-332,-531,1000,1304,997,772,0
2024-09-21,1,20542,22265,18630,1340,6622,0,17197,0,585,125,999,-1,1002,-272,-365,998,1397,996,826,0
2024-08-03,42,23991,26552,21980,840,6563,6,17193,0,12,479,1107,992,0,-451,-526,959,1399,997,-1072,0
2024-12-04,27,37359,39780,34160,1978,6622,1234,17194,0,9,3715,2007,992,-604,399,504,-182,633,0,-1026,0
2024-02-07,32,37441,39029,34053,679,6562,689,16860,0,2,1687,2001,-4,621,-451,-531,993,26,998,0,0
2024-05-08,26,21785,23076,19576,1042,6562,9801,17193,0,13,322,1006,991,712,-250,-528,652,1398,996,891,0
2024-04-12,8,18537,23250,17390,3218,6562,0,17104,0,409,3757,440,443,-1014,-370,-531,-1020,-869,164,0,0
2024-06-18,33,24310,25090,22069,1289,6562,5506,17193,0,7,531,2007,29,-132,-141,0,297,1399,997,0,0
2024-08-07,41,26219,28457,24739,2204,6563,112,17193,0,1,2908,2006,992,0,-452,-527,-758,1397,996,0,0
2024-06-13,24,25284,25900,22953,2447,6562,5332,17193,0,7,1109,2005,-1,997,-15,0,-93,1397,998,794,0
2024-05-02,27,25657,27239,24168,2603,6562,6313,17193,0,104,2968,1004,991,1003,-451,-527,1019,1396,997,1416,0
2024-05-19,19,18780,20272,16525,589,6562,5791,17193,0,13,-1720,1002,992,1000,-452,-527,1018,1399,996,794,0
2024-07-24,2,21529,22872,19646,282,6563,0,17193,0,14,-203,1321,992,0,-302,-527,900,1399,998,966,0
2024-06-11,46,25442,27439,23154,701,6562,0,17193,0,8,862,1594,-1,-510,-451,-527,968,1399,998,1423,0
2024-11-04,6,21365,23600,19315,369,6622,0,17194,0,830,-331,2004,-1,390,-390,-414,606,1398,0,61,0
2024-02-03,10,18501,23649,17837,3591,6562,0,16852,0,1507,5335,-1671,-4,0,-400,-531,-435,247,65,773,0
2024-03-09,25,26309,28155,23863,3685,6562,5243,17011,0,265,4389,2002,992,1004,-450,-531,231,1363,997,775,0
2024-01-01,9,18365,23164,16612,3000,6488,0,16726,0,1526,1087,225,-5,271,-340,-452,596,-1444,994,-432,0
2024-01-11,12,26671,33066,24483,1422,6488,0,16749,0,227,1694,-2056,-4,-353,-161,-151,-899,-125,-1023,-796,0
2024-04-17,36,30368,32155,27393,1958,6562,2529,17143,0,17,-729,1005,991,-785,-10,0,574,1397,994,-475,0
2024-09-03,42,29923,33198,27319,690,6622,0,16396,0,8,1405,941,721,-855,-137,0,-685,1398,931,-1090,0
2024-10-29,6,21567,23342,19838,732,6622,0,17194,0,538,1073,2003,-1,794,-351,-284,999,1397,-1,1214,0
2024-09-29,47,20556,24053,18954,3715,6622,0,17194,0,693,3055,327,-1,-587,-351,-530,112,816,0,-835,0
2024-09-16,21,25729,27229,23048,374,6622,6733,17194,0,16,-772,999,-1,1026,-452,-531,1019,1397,997,189,0
2024-10-17,31,26104,27445,23884,1851,6622,4931,17194,0,7,2439,627,-1,872,-304,-529,523,0,0,1424,0
2024-11-12,17,34656,38343,31281,1112,6622,723,17194,0,12,-327,1880,488,-999,-452,-531,124,1397,0,-1093,0
2024-11-10,17,25154,27316,23074,773,6622,164,17194,0,11,1580,1788,478,-106,-452,-275,779,1397,0,-718,0
2024-05-20,23,22979,24466,20561,745,6562,8729,17193,0,7,-1299,1002,991,1003,-452,-528,1019,1398,997,795,0
2024-03-03,38,37878,39467,34598,470,6562,0,16995,0,6,1184,1999,992,1052,-452,-531,1019,1399,997,1394,0
2024-11-02,33,31321,34353,28914,882,6622,3,17194,0,7,1946,2004,-1,-611,-452,-531,840,1397,0,-830,0
2024-10-01,14,25449,27119,23576,2340,6622,0,17194,0,11,2874,328,-1,-436,-360,-362,285,1397,0,1425,0
2024-10-25,23,32145,32675,29314,1304,6622,1866,17194,0,10,511,2004,-1,1002,-19,0,1019,0,0,989,0
2024-10-14,43,31978,33293,29293,1031,6622,0,17196,0,12,1615,999,-1,864,-447,-355,760,0,0,831,0
2024-08-20,28,19560,22060,18140,3935,6622,9268,17193,0,587,2785,1371,605,-807,-447,-159,408,924,692,0,0
2024-11-27,6,25254,26900,22851,1059,6622,0,17194,0,65,-538,1001,991,882,-450,-531,999,698,0,1333,0
2024-01-27,23,30520,31648,28634,3015,6488,2822,16784,0,11,5365,1977,-4,1055,-450,-63,998,1397,764,1402,0
2024-11-11,21,32675,35173,29533,775,6622,3972,17194,0,16,-284,2003,488,1003,-451,-530,689,1397,0,-901,0
2024-08-04,40,23916,24974,22443,2167,6563,418,17193,0,15,4072,913,852,0,399,161,660,1397,996,-543,0
2024-01-22,15,31074,32723,28907,5068,6488,0,16772,0,63,4740,1762,-2,-984,172,79,802,799,632,1399,0
2024-03-10,30,31299,32643,28892,2538,6562,1032,17012,0,8,4456,1999,992,1003,-223,-513,999,1397,997,777,0
2024-12-02,16,31816,33708,29462,3484,6622,0,17194,0,12,4533,330,-140,1,-437,-366,-337,698,0,698,0
2024-03-24,32,25442,27026,22840,1180,6562,4066,17082,0,3,454,1999,992,1004,-450,-531,999,1399,997,297,0
2024-05-18,39,25083,27990,22877,657,6562,1158,17193,0,6,-654,1003,992,-894,-452,-459,996,1399,995,-596,0
2024-07-20,6,19666,21490,18180,967,6563,0,17193,0,74,2140,1644,902,0,-392,-370,908,1398,897,-488,0
2024-02-10,43,30795,32309,27756,607,6562,0,16871,0,7,-640,1994,-4,1054,-450,-453,1001,1399,997,1402,0
2024-07-31,41,28658,30188,26076,626,6563,209,17193,0,10,-53,1258,992,0,-452,-527,434,1399,997,-41,0
2024-06-09,4,17599,21383,16817,2209,6562,0,17193,0,602,3781,569,481,-1015,-256,-527,-884,20,846,90,0
2024-04-19,48,23795,25281,21556,1153,6562,0,17143,0,8,586,1003,991,249,-450,-528,999,1399,997,618,0
2024-09-26,47,21720,22970,20187,3263,6622,0,17194,0,691,4089,999,-1,1051,51,-58,0,1397,0,1027,0
2024-01-18,21,41426,43604,37693,1428,6488,4469,16764,0,9,1281,1924,-4,849,-450,-531,790,-524,897,-60,0
2024-05-24,22,26851,28343,23955,430,6562,4367,17193,0,13,-1991,1003,991,1002,-451,-528,608,1398,997,797,0
2024-10-03,6,20951,21826,18931,932,6622,0,17194,0,5,242,999,-1,1034,-369,0,999,1398,0,987,0
2024-04-24,46,26904,28704,24892,783,6562,0,17143,0,12,1539,886,769,215,-451,-473,365,1397,647,-364,0
2024-06-29,32,17934,19472,16415,1342,6562,6879,17193,0,152,2775,1662,992,611,-360,-526,733,1399,995,770,0
2024-07-03,45,23417,25986,22242,2906,6562,0,17193,0,6,3147,712,-1,0,-369,-227,-371,1397,997,-1095,0
2024-06-23,29,19797,21267,17981,574,6562,7430,17193,0,7,-477,2003,992,1003,-437,-526,1000,1399,995,796,0
2024-10-06,44,26822,27556,24505,1271,6622,0,17194,0,16,1655,999,-1,1026,-217,0,999,1398,0,1425,0
2024-09-09,20,28103,31245,25513,2382,6622,1992,16396,0,6,2013,998,-1,-414,-451,-520,1016,1397,993,-1250,0
2024-11-13,43,32718,34487,30032,1175,6622,0,17194,0,9,1645,133,-101,762,-400,-349,-310,1397,0,1411,0
2024-04-19,45,27289,28393,24812,1340,6562,0,17143,0,11,981,1003,991,1003,-450,-143,999,1399,996,1415,0
2024-08-26,6,16781,21918,15412,1915,6622,0,17193,0,565,2025,-900,-518,-738,-300,-530,-978,691,-108,527,0
2024-01-28,33,32941,34379,30860,3645,6488,111,16785,0,13,5361,2000,-4,-3,-432,-386,1018,1397,998,1285,0
2024-08-28,6,18234,20883,17157,1482,6622,0,16398,0,15,3101,876,202,-1063,-250,-301,59,1398,6,-520,0
2024-11-23,33,34863,35768,31504,4236,6622,0,17194,0,0,1350,1002,992,1003,-305,0,999,1397,0,698,0
2024-07-04,31,19068,22072,17948,4764,6562,7914,17193,0,542,4414,-130,-1,0,-450,-528,999,-827,-26,237,0
2024-04-15,29,22640,26514,21036,5261,6562,8603,17143,0,532,4978,1003,990,-1013,-212,0,700,-847,996,-770,0
2024-06-18,5,19952,21811,18416,706,6562,0,17193,0,803,439,2003,-1,-361,-194,0,973,1399,997,620,0
2024-03-01,21,35337,36930,32392,2942,6562,2433,16994,0,11,580,1785,-1,1003,-450,-531,999,1397,915,1280,0
2024-11-29,33,37179,39438,34280,3874,6622,84,17194,0,6,4032,1621,549,-235,-314,-300,-608,698,0,-196,0
2024-01-18,35,44698,47291,40995,1852,6488,0,16764,0,5,2672,702,-4,-617,-450,-531,-87,-268,-31,772,0
2024-09-01,19,21703,24435,19891,1811,6622,2382,16398,0,860,2433,1903,650,-393,-452,-527,899,1397,685,1087,0
2024-07-27,13,18169,20228,16510,438,6563,387,17193,0,8,-20,1259,991,0,-321,-229,999,1399,998,-1001,0
2024-09-25,31,28959,30444,26303,1061,6622,2331,17194,0,8,-230,1001,-1,978,-451,-525,0,1397,0,1404,0
2024-10-19,31,22132,23517,20167,1023,6622,5468,17194,0,6,1270,999,-1,-96,-401,-381,999,0,0,453,0
2024-04-21,13,20562,22864,18464,705,6562,73,17143,0,663,-1675,1003,991,637,-451,-530,999,531,996,-158,0
2024-09-20,20,28749,30238,25978,1489,6622,2060,17196,0,9,-555,999,-1,1025,-451,-528,1019,1397,997,988,0
2024-05-04,44,25346,27870,22887,442,6562,0,17193,0,5,-1305,1006,991,268,-452,-530,570,1398,994,-1037,0
2024-11-26,30,35539,37127,32053,466,6622,1702,17194,0,7,-351,1003,992,469,-450,-531,966,700,0,697,0
2024-09-29,31,25505,26018,23270,3010,6622,3057,17194,0,12,2190,999,-1,1032,400,401,999,1397,0,985,0
2024-09-25,47,22507,23637,20842,1955,6622,0,17194,0,11,2846,1001,-1,1012,-451,-167,0,1397,0,988,0
2024-06-20,22,22286,23775,19796,410,6562,8966,17193,0,10,-1523,1709,991,1002,-452,-527,1019,1398,886,0,0
2024-02-10,16,26885,28635,24502,1346,6562,28,16871,0,14,2746,1399,-4,-452,-450,-230,120,1399,661,824,0
2024-03-16,2,25162,26751,22853,725,6562,0,17065,0,7,960,1999,992,1004,-451,-531,999,1399,997,1165,0
2024-08-25,26,16956,19370,15765,4491,6622,6048,17193,0,825,3419,-63,437,953,-452,-530,967,86,303,-44,0
2024-05-14,33,25919,26889,23512,1808,6562,3714,17193,0,15,987,434,-4,584,-451,0,481,1397,870,795,0
2024-06-09,40,25719,27206,23635,1523,6562,547,17193,0,8,1412,2003,991,941,-451,-528,656,1399,996,1420,0
2024-10-27,46,25005,26194,23147,2428,6622,0,17194,0,245,2309,1997,-1,-341,122,0,647,1397,-2,69,0
2024-03-15,38,34953,36540,31832,2143,6562,0,17064,0,4,2092,1840,987,806,-452,-531,1019,1398,996,1409,0
2024-12-04,35,40051,42215,37129,4316,6622,0,17194,0,7,4341,1299,-16,-447,399,282,150,140,0,-1094,0
2024-09-11,34,25257,27494,23400,3453,6622,4134,16396,0,10,3739,999,-1,-595,-337,-163,999,1397,995,-631,0
2024-03-11,13,26516,28166,24188,1158,6562,0,17015,0,17,2180,455,230,10,-451,-244,-112,1398,-226,1247,0
2024-02-17,43,27548,29654,25501,2764,6562,0,16887,0,15,3159,1058,-4,-294,-450,-531,804,1399,21,-212,0
2024-10-30,24,32323,33918,29420,357,6622,1865,17194,0,10,-125,2005,-1,157,-452,-531,666,1397,-1,1423,0
2024-10-15,32,31782,32289,29355,2501,6622,1255,17194,0,6,3689,999,-1,468,45,0,998,0,0,281,0
2024-01-16,39,42831,44964,39299,1975,6488,0,16758,0,12,1975,-403,-4,1004,-450,-531,138,-5,-128,1245,0
2024-10-14,45,28202,29571,25772,1123,6622,0,17196,0,12,1810,999,-1,763,-450,-406,723,0,0,864,0
2024-09-17,45,25692,27168,23314,895,6622,0,17194,0,8,-849,996,-1,851,-452,-515,997,1400,995,979,0
2024-04-10,10,21422,22653,19514,1502,6562,0,17104,0,174,1510,1006,992,-289,-149,-119,386,972,997,0,0
2024-01-28,28,29494,30108,27578,3737,6488,2975,16785,0,10,5800,1902,-4,503,32,0,999,1037,869,687,0
2024-09-22,6,17913,19148,16485,1151,6622,0,17194,0,16,580,999,-1,160,-341,-377,984,1397,997,205,0
2024-06-01,11,17255,20783,15698,1027,6562,40,17193,0,712,-194,1207,992,363,-351,-527,-475,1399,997,-963,0
2024-01-19,32,38804,41469,36278,2718,6488,661,16768,0,11,5052,-800,-3,693,310,0,-852,26,-399,355,0
2024-01-28,25,28607,29226,26705,3692,6488,3715,16785,0,15,5856,857,-4,1053,151,0,994,685,804,687,0
2024-03-12,3,25605,26317,23338,911,6562,0,17019,0,112,465,1905,968,882,10,95,979,1399,997,775,0
2024-07-26,3,19958,21302,18486,1301,6563,0,17193,0,403,1210,1257,992,0,-301,-55,920,1399,999,-85,0
2024-01-26,25,29089,30390,26658,3877,6488,6798,16784,0,7,4399,1999,-3,1055,-381,-310,967,1390,998,982,0
2024-05-03,2,20506,22109,19015,1679,6562,0,17193,0,17,1914,1005,992,-358,-451,-277,913,1398,995,792,0
2024-02-17,15,24285,25366,22171,1084,6562,0,16887,0,14,2855,1732,-4,-463,32,0,611,1397,947,1183,0
2024-04-03,25,29897,31386,27389,3424,6562,3501,17101,0,6,3199,1495,991,973,-452,-531,999,1397,996,0,0
2024-08-19,10,17798,20702,16346,1056,6622,0,17193,0,14,1680,1996,992,-902,-282,-140,228,1397,996,-1066,0
2024-09-04,28,26289,26973,23810,604,6622,5162,16396,0,6,902,706,580,495,-178,0,560,1397,477,0,0
2024-05-05,42,26796,28625,24289,359,6562,0,17193,0,7,-1087,1005,991,-554,-241,-527,825,980,995,632,0
2024-09-24,26,28795,30289,26113,1326,6622,4264,17194,0,11,456,1000,-1,1002,-452,-530,0,1397,998,987,0
2024-08-24,32,18087,20400,16903,2782,6622,5515,17193,0,873,3216,1342,-5,594,-410,-525,578,1397,997,860,0
2024-11-22,18,38140,40608,34699,2517,6622,1236,17194,0,6,523,902,894,-104,-450,-490,470,1330,0,-818,0
2024-04-06,48,18952,23554,17894,4955,6562,0,17104,0,532,5027,-38,318,-1015,304,-49,-659,-1239,-53,-517,0
2024-05-14,11,18591,21012,16919,1387,6562,0,17193,0,939,731,676,-4,-569,-409,0,620,1398,645,1279,0
2024-09-08,10,17830,18942,16235,409,6622,0,16396,0,6,326,1931,-1,0,-302,-303,629,1399,997,166,0
2024-11-06,39,37265,38664,34019,868,6622,0,17194,0,6,2372,1556,-3,-765,300,184,-25,997,0,0,0
2024-01-16,45,32954,36703,30130,1808,6488,0,16758,0,9,2163,-1070,-4,1008,-450,-531,-560,-21,-504,25,0
2024-05-10,26,21721,23005,19372,654,6562,9865,17193,0,7,-832,1007,991,1003,-250,-527,1019,1399,995,482,0
2024-05-08,17,28372,30106,25592,443,6562,2538,17193,0,16,-873,1004,991,-440,-250,-528,999,1360,995,715,0
2024-05-06,40,28416,31262,25683,650,6562,304,17193,0,7,-15,1006,991,-807,-250,-169,-24,1397,996,-1089,0
2024-07-23,3,20469,21667,18639,637,6563,0,17193,0,355,-3,1370,992,0,-301,-42,994,1399,998,810,0
2024-10-07,28,26137,27090,23322,1315,6622,6400,17194,0,10,805,998,-1,1028,-221,-221,1019,1397,0,1422,0
2024-03-21,20,29755,30470,27620,2886,6562,3260,17077,0,11,4609,997,992,-104,171,0,406,1397,998,779,0
2024-09-14,48,19198,22754,18232,2178,6622,0,16398,0,398,2878,1001,-1,-1057,-321,-517,-181,1398,997,-581,0
